i am getting irritated coz your photoshop app keeps getting crashed,App Issues
what is causing my adobe storage to become full,Sharing Collaboration
what are the features available on adobe xd,App Issues
i can see there were two charges last month since i am only paying for photo shop why am i being charged for illustrator,Billing Subscription
is there anything that causes the toolbox to not work in photoshop,App Issues
can adobe xd be updated,Data Loss
as for the notifications i am not able to enable them on the adobe app,Alerts or Notification
no call back please just an email response,Others
exporting a 8 minute video used to take 12 to 15 minutes max but now its taking more than 35 minutes,Performance
what does retail cost of this item,Cancellation
why can t adobe s photoshop projects be shared and collaborated on,Refund
what is the workflow for adobe bridge,System Requirement & Infrastructure
i have a plan on cc for illustrator i used to have the cc but the price jumped back up,Others
adobe illustrator is a fantastic application and i wish i had more time to devote to it,Positive Brand Engagement
i have had a lot of fun with adobe,Performance
what is the purpose of using this video motion feature,System Requirement & Infrastructure
same haha your browser does not support gif playback,Usage or Workflow
awesome representation by india,Others
after installing the application adobe presents a storage mismatch,Sharing Collaboration
i am having trouble when i am opening ur app for the first time,App Start Up
62140270,Website Issues
im looking for a place where i can get free adobe audition transitions,Usage or Workflow
hello there adobe i m having difficulty accessing your website,Usage or Workflow
so i am still waiting for someone to answer my question but there is no one from adobe to respond,No Reply
gdd mrng adobe,Greetings
when i try to open a file its coming that,Feature Request
i have logged in to what i thought was my account but there is no active plan there,Login
the photoshop app does not work,App Start Up
and will there be refunded of first subscription amount i paid,Privacy Data or Trust & Safety
sometimes i am notified that there are certain types of notifications and alerts that i should receive in the app i am very annoyed and do not know how i can turn off those notifications,Alerts or Notification
when i try to login to my adobe sign i get a message to say my account has been deactivated,Login
hi i am canceling my plan before renewal now it tells me that i will be charged € 149 99 if i cancel my plan,Cancellation
is there anyway i could get a refund for at least few months for it,Refund
we d be happy to help,Others
adobe is one of the best,Performance
is anyone else having trouble logging into adobe this morning,Login
instead of making it easier adobe somehow manages to make things more difficult for its customers,General Dissatisfaction
what are the hardware specs for using adobe acrobat standard dc,Sync
when you download adobe acrobat export pdf it will not work if you have 28gb of ram,System Requirement & Infrastructure
because the file i am trying to access has scanned dollar bills in collage portions i cant open it,File Operation Issues
the adobe stock was supposed to be free trial but still adobe charged me for 2 months,Billing Subscription
i ve lost track of the project and am looking for solutions to get back on track,Data Loss
can t wait to see what you and the team bring to our industry,Others
my file will not open when i utilise scanned dollar bills as collage pieces,File Operation Issues
i just want to swap to the student one,Billing Subscription
issues when updating adobe lightroom app,Data Loss
so it appears that my refund is delayed,Privacy Data or Trust & Safety
are there any after effects experts out there that are willing to give beginner tips,Getting Started
is there a way to cancel the renewal without having to come back and do it on the future date,Cancellation
i wanted to cancel my subscription to and now i have to pay £200 to not use their software,Others
there are some performance issues with adobe cloud,Others
how are you going to compensate subscribers who had premiere pro 2022 automatically installed for them given that it is a *completely* broken version with hundreds of reports of it crashing every minute,Refund
why my refund is delayed,Privacy Data or Trust & Safety
how can i turn off the pop ups from the creative cloud app,Alerts or Notification
scanned dollar bills that wont open are in a file i use as a collage element,File Operation Issues
so i am still waiting for a reply to my question but no one from adobe responded,No Reply
will photoshop work on my windows 7 computer from 2012,Sync
let me know why am not able to edit or insert text into the file,File Operation Issues
using the sharing with collaboration option is not working for me,Refund
i hope you can improve upon your online service,File Operation Issues
xd adobe its user interface isnt very user friendly,App Issues
adobe creative cloud has a reasonable price,Positive Brand Engagement
please guide me how can i use this tool,System Requirement & Infrastructure
photoshop will not open png files premiere pro will not import mp files,File Operation Issues
sharing or collaboration doesnt seem to be happening with my photoshop project,Sharing Collaboration
i am having trouble opening a raw file in photoshop,Feature Request
it appears that the brush tool is not working anymore,App Issues
the invoice is bl2142926697,Others
you know refunds are not guaranteed for adobe subscription,Privacy Data or Trust & Safety
i am getting charged without ordering anything,Billing Subscription
i am not able to enable notifications on the app,Alerts or Notification
why do i not get notified when there are changes to my photoshop project,Alerts or Notification
working with adobe is a fantastic way for me to spend my time,Performance
this adobe tool is not working,App Issues
i would like to know if the information that i provide to adobe is stored securely,Price or Value
adobe creative cloud is expensive it is more expensive than i remembered,Price or Value
responses can take a few hours or more,Others
literally my computer was having issues for months no adobe completely fixed the problem,General Dissatisfaction
here s another hidden problem for subscription billing,Billing Subscription
i want to cancel my subscription without fees,Cancellation
i paid well over $500 for this suite of your products,Others
having a hard time starting it and even when it starts we cant edit anything,Performance
is it possible to provide this feature in your product,Download or Install
so i am wondering what is the best way for me to get started using acrobat premier pro,Getting Started
unfortunately we do not allow any person to use pirate adobe products,Others
are there any after effects experts out there that can give me some beginner tips,Getting Started
some of the actions that you are using in the adobe application have performance problems,Others
im working on a way to get adobe artwork,General Dissatisfaction
its extremely frustrating to work because xd crashes every time i try to open a new file,File Operation Issues
the sync feature in adobe does not work for me,Storage
the latest version of adobe cloud has performance issues,Others
there are a ton of lob apps break,App Issues
the starting time of your dreamweaver app is absurdly long,App Start Up
can you help me my premeire pro is crashing every second,App Issues
the updated version of adobe is not yet available on the app store or the play store,Download or Install
i have found that brush tool has some problems,App Issues
yes i request to refund the monthly amount please,Privacy Data or Trust & Safety
i need to get the 20g photography plan cancelled since i have the terabyte plan but i dont want you to charge a cancellation fee,Cancellation
plz tell me why did my photoshop account get deactivated,Account
do you know if there is a way to get a refund for this subscription with adobe,Refund
i am experiencing difficulties with adobe illustrator causing them to not work,App Issues
i require your assistance to activate my account,Account
so if possible id like a refund on both…,Privacy Data or Trust & Safety
is there any way in which i can receive a refund for this subscription with adobe,Refund
i am not able to change my adobe profile ui,App Issues
on the ipad the light room software keeps crashing,App Issues
it appears that adobe cloud is having performance issues,Others
adobe why have you changed the save as option for saving psd files to jpegs,App Issues
i ve successfully cancelled the plan and issued a refund under the case number adb-23948540-g0s7,Others
aest tomorrow but can only be on line an hour,Others
cant recover my photoshop corrupted files,File Operation Issues
have requested that you bring back the video motion feature from adobe xd because it was very useful,Feature Request
yes pleae cancel wthout the fee,Cancellation
i am unable to change the password on the log in screen of adobe,Login
i am sure that if your system crashes it will cause a lot of trouble for your photoshop app,App Issues
hi adobe creative cloud team,Greetings
do you know how to fix the bug in photoshop,Bug
acrobat did not appeal to me the user interface isnt particularly appealing,App Issues
i now submitted my student information and it got accepted but its still 59 99€ month but it should be back at around 20,Others
my photoshop application is crashing while it is starting and opening,App Start Up
adobe this makes little sense from a user interface aspect,App Issues
people think the terms are same as other software,Others
i am now waiting for my refund,Privacy Data or Trust & Safety
the starting time for the creative cloud desktop app is now insanely long,App Start Up
having problem with the spot removal tool while editing,App Issues
some of the actions that are included in adobe applications are experiencing performance problems,Others
please let me know why did you change the save as option when saving psd files to jpeg,App Issues
is photoshop express compatible with windows 10,Sync
which adobe apps are you wanting to use,Others
it took me four restarts to just create a new document and paste content from illustrator,File Operation Issues
im new to adobe indesign and im getting error 5719 what exactly is it and what am i going to do about it,App Issues
how long does it take to reactivate a deleted account,Account
old account has been deleted and with the same email a new account was created,Account
when i am using photoshop i keep on getting this pop up on the screen,Alerts or Notification
performance lightroom is slow enough as it is,Others
they re selling the adobe cc subscription for ₹9872 which looks suspicious,Billing Subscription
i am having trouble with the adobe software while it is opening and loading,App Start Up
please assist me in resolving this bug,Bug
_x1f340_,Website Issues
adobe illustrator doesnt think twice and regularly corrupts my work,File Operation Issues
there is a bug in the adobe program update that caused my files to become corrupted,Bug
hi adobe i am one of your customers but i am disappointed with your product,General Dissatisfaction
i ve been really unsatisfied and frustrated with the adobe services i ve been utilising,General Dissatisfaction
just started learning photoshop so i wanted to download it how can i do it,Download or Install
_x1f499_,Website Issues
hi scott,Getting Started
as an update with the newer projects i tried rendering the audio and video seperately,Others
gracias elena codina bonvehi,Others
_x1f97a__x1f97a_,Website Issues
i would like to use adobe s sync feature but it doesn t work,Sync
can i know why the photoshop application has not been updated yet,Download or Install
the refund is also showing initiated on 4 3 2022 and the amount will be credited to your account within 5-7 working days,Refund
do you know of any way that i can get a refund for this plan,Privacy Data or Trust & Safety
is there any process i can get my money refund,Privacy Data or Trust & Safety
i want to know adobe why my phototshop project is not able to share and collabrate,Sharing Collaboration
there are too many alerts and notifications in the adobe app so please tell me how to disable them,Alerts or Notification
i cant log back into my account coz i am locked out,Login
for the first time im using adobe dreamweaver and im getting error what is it and what can i do in the meantime,App Start Up
adobes sync functionality is never working,Storage
adobe creativecloud has great customer service,Kudos
please explain to me why the brush tool is not working for me,App Issues
want to know why is my adobe storage space always full,Sharing Collaboration
i was ignorant and did not realize that adobe xd was a very expensive product,Price or Value
so much that i really hope that adobe will bring back the editing features that are so useful,Feature Request
i can t access my previous computer or app for example reformatted the hard drive or uninstalled the app without deactivating,Login
what caused the storage mismatch while i installed adobe,Sharing Collaboration
do you know of any people who work in the field of aftereffects if so could they help me by giving me some good starting points,Getting Started
kindly assist me how to retrieve deleted files,Data Loss
i also have a external harddrive so storage can t be an issue,Sharing Collaboration
my application photoshop is constantly crashing,App Issues
i just wanted to know the requirements in case i want to change the plan for adobe xd,Billing Subscription
after i installed my software i still cannot open my prints,Feature Request
if anyone knows of any place to get a modified copy of adobe premier pro please let us know,Download or Install
20 year customer is lost by adobe because i m highly disatisfied,General Dissatisfaction
always facing redirect issues with your website can you look into this,Website Issues
when i tried to download adobe flash player for windows 7 64bit ultimate it failed there was an error,Download or Install
is that a glitch in the latest version of aftereffects previews,Bug
tkanks for your great service,Greetings
i cannot find my file in adobe anymore,Cost Queries
do you know of anyone who is working in the area of aftereffects if so are they able to give some good starting points for me,Getting Started
what a ghastly idea to charge fees if u want to cancel and forcefully keep people subscribed,Cancellation
hello adobe i m experiencing problems accessing your website,Usage or Workflow
that call never happened and this is not the first time follow through did not take place,No Reply
so why cant i store more files in adobe software,Sharing Collaboration
i would like to know adobe why my projects in photoshop is not possible to share and collaborate on,Sharing Collaboration
my adobe xd login has stopped working,Kudos
i cant even start a new project since premieres user interface is illogical,App Issues
that new photoshop user interface is the absolute worst,App Issues
however if you scroll them off the screen and then back on the screen then they will be fixed and be displayed correctly,Others
adobe s sync feature does not appear to be available,Storage
no i m not on promotional pricing i believe,Others
since the products im using is taking up at least 1gb app on my 64gb surface go 2,Storage
i still do not receive any response from adobe,Login
any aftereffects pros out there with any starter tips,General Dissatisfaction
the link you sent says page doesn t exist,Usage or Workflow
i m unable to download my adobe file,Download or Install
i lost my all shoot what can i do and how to recover my data,Data Loss
however i am really disappointed at what dismal customer support there is for this company,General Dissatisfaction
customer service agents can not think outside the box and they spend to much time reading from script,General Dissatisfaction
what caused your sync function to not work,Storage
can you guide me to disable the notification for adobe spark,Alerts or Notification
help me how to recover lost data,Cost Queries
adobe your sync feature never works,Storage
the latest version of adobe is not available on the app store or on the google play store,Download or Install
i want to see the video motion feature being restored in adobe xd it was very useful,Download or Install
may i know what is the monthly cost for bundle adobe pro and adobe scan,Cost Queries
why is your adobe app taking too long to open,App Start Up
well i was just trying to change my plan of lightroom,Billing Subscription
i am considering how to obtain adobe after effects,General Dissatisfaction
adobe lightroom features is not working,App Issues
how do i get started with adobe acrobat pro dc on my mac,General Dissatisfaction
communism is evil,Others
my operating system is windows 2010 will premiere pro be able to help me,System Requirement & Infrastructure
i would like to know that all of my data is stored securely in adobe,Price or Value
essentially something happened at some stage when photoshop had a major update and all of my accumulated recipes that took a lot of work to create just disappeared,Data Loss
we re here to help just need more info,Others
thanks a lot adobe care for solving my problem so swiftly,Kudos
i currently have an older macbook pro which i believe isn t able to run the current versions of your software,System Requirement & Infrastructure
is adobe premiere rush windows 10 compatible,Sync
in this case the synchronization function is never operational,Sync
i ll need to have a full refund this issue has also cost me too much time trying to communicate with your support,Refund
any suggestions the link to the trial edition of photoshop on your website isnt working,Website Issues
everytime i gather my files and adobe incopy out to corrupt data,File Operation Issues
fully refunded for what,Privacy Data or Trust & Safety
adobe acrobat export pdf is not compatible with 28 gb of ram,Sync
with 28 gb of ram adobe acrobat export pdf does not work,Sync
because this app is a piece of junk my adobe premiere rush constantly crashing,App Issues
i had forgotten how much an adobe membership costs,Cost Queries
i ve never had such poor response from adobe,File Operation Issues
that s great customer service,Greetings
how long will i be able to use adobe lightroom,System Requirement & Infrastructure
that is im having difficulties with the adobe illustrator and they are not working,App Issues
is there really a billing subscriptions issue,Billing Subscription
ambedkar or patel would have made a lot better leader of free india,Others
need to cancel the subscription in adobe,Cancellation
my photoshop sync capability almost never works,Storage
when i try opening adobe app for the first time it takes more than 10 minutes to open,App Start Up
i always get the impression photographers go into lr with the finished product in mind and that s been discouraging me from shooting,Others
i invested eighteen dollars for an adobe tool but i cant edit or add text to it,File Operation Issues
may i know the price of adobe xd,Cancellation
i absolutely love this photoshop it is very enjoyable to use,Performance
would someone please check why i am being charged for a dog fonts when i don t even have a plan running,Billing Subscription
whenever i start using photoshop i keep geeting this pop up,Alerts or Notification
because the ui is so complicated i cant even start a new premiere project,App Issues
